Z, A, Symbol, mass, mass_unc, estimated_flag
 35,  96, Br,  95.9590300000, 3.200000e-04, #
 36,  96, Kr,  95.9430166180, 2.200000e-05,  
 37,  96, Rb,  95.9341333930, 3.599000e-06,  
 38,  96, Sr,  95.9217126920, 9.098000e-06,  
 39,  96, Y ,  95.9159029530, 6.535000e-06,  
 40,  96, Zr,  95.9082776210, 1.220000e-07,  
 41,  96, Nb,  95.9081015910, 1.570000e-07,  
 42,  96, Mo,  95.9046747740, 1.280000e-07,  
 43,  96, Tc,  95.9078666810, 5.524000e-06,  
 44,  96, Ru,  95.9075889140, 1.820000e-07,  
 45,  96, Rh,  95.9144517100, 1.073700e-05,  
 46,  96, Pd,  95.9182137440, 4.502000e-06,  
 47,  96, Ag,  95.9307439060, 9.670800e-05,  
 48,  96, Cd,  95.9403400000, 4.300000e-04, #
 49,  96, In,  95.9593230000, 5.370000e-04, #
 35,  97, Br,  96.9634400000, 4.300000e-04, #
 36,  97, Kr,  96.9490887840, 1.400000e-04,  
 37,  97, Rb,  96.9371771180, 2.052000e-06,  
 38,  97, Sr,  96.9263747760, 3.633000e-06,  
 39,  97, Y ,  96.9182802860, 7.213000e-06,  
 40,  97, Zr,  96.9109573860, 4.440000e-07,  
 41,  97, Nb,  96.9080984140, 4.561000e-06,  
 42,  97, Mo,  96.9060169030, 1.760000e-07,  
 43,  97, Tc,  96.9063607230, 4.420000e-06,  
 44,  97, Ru,  96.9075457790, 2.965000e-06,  
 45,  97, Rh,  96.9113278760, 3.807100e-05,  
 46,  97, Pd,  96.9164719870, 5.200000e-06,  
 47,  97, Ag,  96.9239653260, 1.182040e-04,  
 48,  97, Cd,  96.9351000000, 3.200000e-04, #
 49,  97, In,  96.9493400000, 4.300000e-04, #
 35,  98, Br,  97.9696720000, 4.290000e-04, #
 36,  98, Kr,  97.9524300000, 3.200000e-04, #
 37,  98, Rb,  97.9416323170, 1.726500e-05,  
 38,  98, Sr,  97.9286918600, 3.463000e-06,  
 39,  98, Y ,  97.9223883600, 8.511000e-06,  
 40,  98, Zr,  97.9127351240, 9.072000e-06,  
 41,  98, Nb,  97.9103326500, 5.369000e-06,  
 42,  98, Mo,  97.9054036080, 1.860000e-07,  
 43,  98, Tc,  97.9072112050, 3.628000e-06,  
 44,  98, Ru,  97.9052867130, 6.937000e-06,  
 45,  98, Rh,  97.9107077400, 1.278200e-05,  
 46,  98, Pd,  97.9126983370, 5.090000e-06,  
 47,  98, Ag,  97.9215599720, 3.532700e-05,  
 48,  98, Cd,  97.9273893170, 5.560500e-05,  
 49,  98, In,  97.9421400000, 3.200000e-04, #
 36,  99, Kr,  98.9583900000, 4.300000e-04, #
 37,  99, Rb,  98.9451191920, 4.327000e-06,  
 38,  99, Sr,  98.9328805110, 5.089000e-06,  
 39,  99, Y ,  98.9241542880, 7.114000e-06,  
 40,  99, Zr,  98.9166708350, 1.127400e-05,  
 41,  99, Nb,  98.9116093710, 1.288600e-05,  
 42,  99, Mo,  98.9077072980, 2.450000e-07,  
 43,  99, Tc,  98.9062496780, 9.740000e-07,  
 44,  99, Ru,  98.9059302780, 3.690000e-07,  
 45,  99, Rh,  98.9081246900, 7.189000e-06,  
 46,  99, Pd,  98.9117732900, 5.347000e-06,  
 47,  99, Ag,  98.9176457680, 6.725000e-06,  
 48,  99, Cd,  98.9249258470, 1.700000e-06,  
 49,  99, In,  98.9341100000, 3.200000e-04, #
 50,  99, Sn,  98.9485300000, 5.400000e-04, #
 36, 100, Kr,  99.9623700000, 4.300000e-04, #
 37, 100, Rb,  99.9503517310, 2.100000e-05,  
 38, 100, Sr,  99.9357796150, 7.686000e-06,  
 39, 100, Y ,  99.9277210630, 1.200800e-05,  
 40, 100, Zr,  99.9180054440, 8.748000e-06,  
 41, 100, Nb,  99.9143339630, 8.573000e-06,  
 42, 100, Mo,  99.9074679760, 3.230000e-07,  
 43, 100, Tc,  99.9076527110, 1.450000e-06,  
 44, 100, Ru,  99.9042104520, 3.680000e-07,  
 45, 100, Rh,  99.9081141410, 1.945800e-05,  
 46, 100, Pd,  99.9085203150, 1.893500e-05,  
 47, 100, Ag,  99.9161154450, 5.367000e-06,  
 48, 100, Cd,  99.9203488200, 1.799000e-06,  
 49, 100, In,  99.9309571800, 1.959420e-04,  
 50, 100, Sn,  99.9385041960, 3.236930e-04,  
 36, 101, Kr, 100.9687300000, 5.400000e-04, #
 37, 101, Rb, 100.9540040000, 2.150000e-04, #
 38, 101, Sr, 100.9406062660, 9.103000e-06,  
 39, 101, Y , 100.9301541380, 7.614000e-06,  
 40, 101, Zr, 100.9214531100, 8.951000e-06,  
 41, 101, Nb, 100.9153064960, 4.024000e-06,  
 42, 101, Mo, 100.9103376410, 3.310000e-07,  
 43, 101, Tc, 100.9073052600, 2.576800e-05,  
 44, 101, Ru, 100.9055730750, 4.450000e-07,  
 45, 101, Rh, 100.9061589050, 6.270000e-06,  
 46, 101, Pd, 100.9082848280, 4.925000e-06,  
 47, 101, Ag, 100.9126839530, 5.193000e-06,  
 48, 101, Cd, 100.9185862110, 1.600000e-06,  
 49, 101, In, 100.9263400000, 2.100000e-04, #
 50, 101, Sn, 100.9352592440, 3.220680e-04,  
 37, 102, Rb, 101.9595200000, 3.200000e-04, #
 38, 102, Sr, 101.9440046800, 7.200000e-05,  
 39, 102, Y , 101.9343278890, 4.377000e-06,  
 40, 102, Zr, 101.9231474310, 9.412000e-06,  
 41, 102, Nb, 101.9180836970, 2.732000e-06,  
 42, 102, Mo, 101.9102881380, 8.923000e-06,  
 43, 102, Tc, 101.9092072750, 9.840000e-06,  
 44, 102, Ru, 101.9043403000, 4.480000e-07,  
 45, 102, Rh, 101.9068342700, 6.881000e-06,  
 46, 102, Pd, 101.9056320580, 5.940000e-07,  
 47, 102, Ag, 101.9117045400, 8.771000e-06,  
 48, 102, Cd, 101.9144817990, 1.784000e-06,  
 49, 102, In, 101.9241059160, 4.909000e-06,  
 50, 102, Sn, 101.9302895300, 1.074660e-04,  
 37, 103, Rb, 102.9639200000, 4.300000e-04, #
 38, 103, Sr, 102.9490900000, 2.100000e-04, #
 39, 103, Y , 102.9372432080, 1.202800e-05,  
 40, 103, Zr, 102.9271972400, 9.911000e-06,  
 41, 103, Nb, 102.9194534030, 4.224000e-06,  
 42, 103, Mo, 102.9130851400, 9.911000e-06,  
 43, 103, Tc, 102.9091740080, 1.053100e-05,  
 44, 103, Ru, 102.9063148330, 4.750000e-07,  
 45, 103, Rh, 102.9054940680, 2.470000e-06,  
 46, 103, Pd, 102.9061108400, 1.019000e-06,  
 47, 103, Ag, 102.9089605600, 4.400000e-06,  
 48, 103, Cd, 102.9134169230, 1.943000e-06,  
 49, 103, In, 102.9198786130, 1.033200e-05,  
 50, 103, Sn, 102.9281019620, 7.585500e-05,  
 51, 103, Sb, 102.9396900000, 3.200000e-04, #
 38, 104, Sr, 103.9526500000, 3.200000e-04, #
 39, 104, Y , 103.9419600000, 4.300000e-04, #
 40, 104, Zr, 103.9294423150, 1.001100e-05,  
 41, 104, Nb, 103.9228991150, 2.938000e-06,  
 42, 104, Mo, 103.9137407560, 9.576000e-06,  
 43, 104, Tc, 103.9114289050, 2.671800e-05,  
 44, 104, Ru, 103.9054253600, 2.681000e-06,  
 45, 104, Rh, 103.9066452950, 2.472000e-06,  
 46, 104, Pd, 103.9040304010, 1.434000e-06,  
 47, 104, Ag, 103.9086237250, 4.527000e-06,  
 48, 104, Cd, 103.9098562300, 1.795000e-06,  
 49, 104, In, 103.9182145400, 6.200000e-06,  
 50, 104, Sn, 103.9231051970, 6.167000e-06,  
 51, 104, Sb, 103.9364745020, 1.314490e-04,  
 38, 105, Sr, 104.9585500000, 5.400000e-04, #
 39, 105, Y , 104.9449590000, 1.435000e-03,  
 40, 105, Zr, 104.9340148900, 1.300800e-05,  
 41, 105, Nb, 104.9249425640, 4.324000e-06,  
 42, 105, Mo, 104.9169751590, 9.731000e-06,  
 43, 105, Tc, 104.9116579520, 3.785700e-05,  
 44, 105, Ru, 104.9077455250, 2.682000e-06,  
 45, 105, Rh, 104.9056878060, 2.685000e-06,  
 46, 105, Pd, 104.9050794870, 1.222000e-06,  
 47, 105, Ag, 104.9065256070, 4.877000e-06,  
 48, 105, Cd, 104.9094638950, 1.494000e-06,  
 49, 105, In, 104.9145023240, 1.100000e-05,  
 50, 105, Sn, 104.9212684230, 4.263000e-06,  
 51, 105, Sb, 104.9312765490, 2.343100e-05,  
 52, 105, Te, 104.9433045080, 3.220840e-04,  
 38, 106, Sr, 105.9626510000, 6.440000e-04, #
 39, 106, Y , 105.9505600000, 5.400000e-04, #
 40, 106, Zr, 105.9371440000, 4.650000e-04,  
 41, 106, Nb, 105.9289277680, 4.424000e-06,  
 42, 106, Mo, 105.9182662180, 9.812000e-06,  
 43, 106, Tc, 105.9143566970, 1.315000e-05,  
 44, 106, Ru, 105.9073282030, 5.787000e-06,  
 45, 106, Rh, 105.9072859010, 5.785000e-06,  
 46, 106, Pd, 105.9034802930, 1.186000e-06,  
 47, 106, Ag, 105.9066635070, 3.237000e-06,  
 48, 106, Cd, 105.9064597970, 1.184000e-06,  
 49, 106, In, 105.9134636030, 1.312500e-05,  
 50, 106, Sn, 105.9169573960, 5.465000e-06,  
 51, 106, Sb, 105.9286379820, 8.000000e-06,  
 52, 106, Te, 105.9374985260, 1.079340e-04,  
 38, 107, Sr, 106.9689750000, 7.510000e-04, #
 39, 107, Y , 106.9545200000, 5.400000e-04, #
 40, 107, Zr, 106.9416210000, 1.205000e-03,  
 41, 107, Nb, 106.9315896720, 8.612000e-06,  
 42, 107, Mo, 106.9221126920, 9.912000e-06,  
 43, 107, Tc, 106.9154584850, 9.310000e-06,  
 44, 107, Ru, 106.9099698850, 9.310000e-06,  
 45, 107, Rh, 106.9067479740, 1.293700e-05,  
 46, 107, Pd, 106.9051280640, 1.289000e-06,  
 47, 107, Ag, 106.9050915310, 2.557000e-06,  
 48, 107, Cd, 106.9066121080, 1.787000e-06,  
 49, 107, In, 106.9102900710, 1.194300e-05,  
 50, 107, Sn, 106.9157136510, 5.700000e-06,  
 51, 107, Sb, 106.9241506240, 4.452000e-06,  
 52, 107, Te, 106.9350083560, 7.603900e-05,  
 53, 107, I , 106.9469350000, 3.220000e-04, #
 39, 108, Y , 107.9599600000, 6.400000e-04, #
 40, 108, Zr, 107.9448700000, 4.300000e-04, #
 41, 108, Nb, 107.9360749880, 8.842000e-06,  
 42, 108, Mo, 107.9240403670, 9.912000e-06,  
 43, 108, Tc, 107.9184935410, 9.413000e-06,  
 44, 108, Ru, 107.9101858410, 9.318000e-06,  
 45, 108, Rh, 107.9087146880, 1.502400e-05,  
 46, 108, Pd, 107.9038918050, 1.189000e-06,  
 47, 108, Ag, 107.9059502660, 2.563000e-06,  
 48, 108, Cd, 107.9041835870, 1.205000e-06,  
 49, 108, In, 107.9096936550, 9.276000e-06,  
 50, 108, Sn, 107.9118942920, 5.778000e-06,  
 51, 108, Sb, 107.9222267340, 5.900000e-06,  
 52, 108, Te, 107.9293804710, 5.808000e-06,  
 53, 108, I , 107.9434783210, 1.419860e-04,  
 39, 109, Y , 108.9643580000, 7.510000e-04, #
 40, 109, Zr, 108.9504100000, 5.400000e-04, #
 41, 109, Nb, 108.9391410000, 2.775000e-04,  
 42, 109, Mo, 108.9284311060, 1.201000e-05,  
 43, 109, Tc, 108.9202541560, 1.038000e-05,  
 44, 109, Ru, 108.9133237560, 9.612000e-06,  
 45, 109, Rh, 108.9087493260, 4.336000e-06,  
 46, 109, Pd, 108.9059505740, 1.195000e-06,  
 47, 109, Ag, 108.9047557730, 1.381000e-06,  
 48, 109, Cd, 108.9049866980, 1.649000e-06,  
 49, 109, In, 108.9071496850, 4.261000e-06,  
 50, 109, Sn, 108.9112928430, 8.533000e-06,  
 51, 109, Sb, 108.9181412040, 5.652000e-06,  
 52, 109, Te, 108.9273045340, 4.704000e-06,  
 53, 109, I , 108.9380860250, 7.223000e-06,  
 54, 109, Xe, 108.9504349480, 3.221780e-04,  
 40, 110, Zr, 109.9539600000, 6.400000e-04, #
 41, 110, Nb, 109.9438430000, 9.000000e-04,  
 42, 110, Mo, 109.9307106800, 2.600400e-05,  
 43, 110, Tc, 109.9237413120, 1.019500e-05,  
 44, 110, Ru, 109.9140385480, 9.580000e-06,  
 45, 110, Rh, 109.9110797420, 1.911400e-05,  
 46, 110, Pd, 109.9051728680, 6.570000e-07,  
 47, 110, Ag, 109.9061107190, 1.380000e-06,  
 48, 110, Cd, 109.9030074600, 4.070000e-07,  
 49, 110, In, 109.9071706650, 1.240200e-05,  
 50, 110, Sn, 109.9078448350, 1.479000e-05,  
 51, 110, Sb, 109.9168542860, 6.400000e-06,  
 52, 110, Te, 109.9224581040, 7.058000e-06,  
 53, 110, I , 109.9350890330, 5.427000e-05,  
 54, 110, Xe, 109.9442587650, 1.084150e-04,  
 40, 111, Zr, 110.9596780000, 7.510000e-04, #
 41, 111, Nb, 110.9475300000, 3.200000e-04, #
 42, 111, Mo, 110.9356520160, 1.350200e-05,  
 43, 111, Tc, 110.9258990160, 1.135900e-05,  
 44, 111, Ru, 110.9175676160, 1.039400e-05,  
 45, 111, Rh, 110.9116425310, 7.354000e-06,  
 46, 111, Pd, 110.9076903470, 7.850000e-07,  
 47, 111, Ag, 110.9052968160, 1.565000e-06,  
 48, 111, Cd, 110.9041837660, 3.830000e-07,  
 49, 111, In, 110.9051072330, 3.675000e-06,  
 50, 111, Sn, 110.9077411260, 5.728000e-06,  
 51, 111, Sb, 110.9132181890, 9.500000e-06,  
 52, 111, Te, 110.9210005890, 6.900000e-06,  
 53, 111, I , 110.9302692390, 5.103000e-06,  
 54, 111, Xe, 110.9416039890, 9.307600e-05,  
 55, 111, Cs, 110.9540300000, 2.100000e-04, #
 40, 112, Zr, 111.9637030000, 7.510000e-04, #
 41, 112, Nb, 111.9524700000, 3.200000e-04, #
 42, 112, Mo, 111.9383100000, 2.100000e-04, #
 43, 112, Tc, 111.9299416440, 5.920000e-06,  
 44, 112, Ru, 111.9188069720, 1.030500e-05,  
 45, 112, Rh, 111.9144047050, 4.732700e-05,  
 46, 112, Pd, 111.9073299860, 7.025000e-06,  
 47, 112, Ag, 111.9070485500, 2.600000e-06,  
 48, 112, Cd, 111.9027638830, 2.680000e-07,  
 49, 112, In, 111.9055387040, 4.563000e-06,  
 50, 112, Sn, 111.9048248770, 3.150000e-07,  
 51, 112, Sb, 111.9123999030, 1.914000e-05,  
 52, 112, Te, 111.9167278500, 9.000000e-06,  
 53, 112, I , 111.9280045500, 1.100000e-05,  
 54, 112, Xe, 111.9355590710, 8.891000e-06,  
 55, 112, Cs, 111.9503053410, 9.317800e-05,  
 41, 113, Nb, 112.9565100000, 4.300000e-04, #
 42, 113, Mo, 112.9436500000, 3.220000e-04, #
 43, 113, Tc, 112.9325690330, 3.600000e-06,  
 44, 113, Ru, 112.9228463960, 3.958700e-05,  
 45, 113, Rh, 112.9154395670, 7.653000e-06,  
 46, 113, Pd, 112.9102612670, 7.455000e-06,  
 47, 113, Ag, 112.9065728580, 1.786600e-05,  
 48, 113, Cd, 112.9044080970, 2.620000e-07,  
 49, 113, In, 112.9040604480, 2.020000e-07,  
 50, 113, Sn, 112.9051758450, 1.690000e-06,  
 51, 113, Sb, 112.9093746520, 1.845700e-05,  
 52, 113, Te, 112.9158910000, 3.000000e-05,  
 53, 113, I , 112.9236500640, 8.600000e-06,  
 54, 113, Xe, 112.9332216660, 7.342000e-06,  
 55, 113, Cs, 112.9444284880, 9.207000e-06,  
 56, 113, Ba, 112.9572900000, 3.200000e-04, #
 41, 114, Nb, 113.9620100000, 5.400000e-04, #
 42, 114, Mo, 113.9465300000, 3.200000e-04, #
 43, 114, Tc, 113.9370900000, 4.650000e-04,  
 44, 114, Ru, 113.9246137800, 3.811000e-06,  
 45, 114, Rh, 113.9187212960, 7.682400e-05,  
 46, 114, Pd, 113.9103687800, 7.456000e-06,  
 47, 114, Ag, 113.9088230310, 4.900000e-06,  
 48, 114, Cd, 113.9033649900, 2.960000e-07,  
 49, 114, In, 113.9049164020, 3.230000e-07,  
 50, 114, Sn, 113.9027801320, 3.100000e-08,  
 51, 114, Sb, 113.9092891910, 2.344400e-05,  
 52, 114, Te, 113.9120890000, 3.000000e-05,  
 53, 114, I , 113.9218500000, 1.600000e-04, #
 54, 114, Xe, 113.9279803310, 1.200000e-05,  
 55, 114, Cs, 113.9412961750, 7.633100e-05,  
 56, 114, Ba, 113.9507184950, 1.102270e-04,  
 41, 115, Nb, 114.9663400000, 5.400000e-04, #
 42, 115, Mo, 114.9519600000, 4.300000e-04, #
 43, 115, Tc, 114.9395380000, 8.475000e-04,  
 44, 115, Ru, 114.9289423930, 9.500400e-05,  
 45, 115, Rh, 114.9203109930, 7.854000e-06,  
 46, 115, Pd, 114.9136587180, 1.454100e-05,  
 47, 115, Ag, 114.9087673630, 1.961100e-05,  
 48, 115, Cd, 114.9054374170, 6.990000e-07,  
 49, 115, In, 114.9038787730, 1.200000e-08,  
 50, 115, Sn, 114.9033446970, 1.600000e-08,  
 51, 115, Sb, 114.9065980000, 1.720300e-05,  
 52, 115, Te, 114.9119020000, 3.000000e-05,  
 53, 115, I , 114.9180480000, 3.100000e-05,  
 54, 115, Xe, 114.9262939450, 1.300000e-05,  
 55, 115, Cs, 114.9359100000, 1.100000e-04, #
 56, 115, Ba, 114.9473750000, 2.150000e-04, #
 42, 116, Mo, 115.9554480000, 5.370000e-04, #
 43, 116, Tc, 115.9447600000, 3.200000e-04, #
 44, 116, Ru, 115.9312191930, 4.000000e-06,  
 45, 116, Rh, 115.9240616450, 7.926100e-05,  
 46, 116, Pd, 115.9142972100, 7.656000e-06,  
 47, 116, Ag, 115.9113868120, 3.500000e-06,  
 48, 116, Cd, 115.9047632300, 1.720000e-07,  
 49, 116, In, 115.9052599920, 2.360000e-07,  
 50, 116, Sn, 115.9017428240, 1.030000e-07,  
 51, 116, Sb, 115.9067925830, 5.539000e-06,  
 52, 116, Te, 115.9084600000, 3.000000e-05,  
 53, 116, I , 115.9168086580, 1.036950e-04,  
 54, 116, Xe, 115.9215811120, 1.400000e-05,  
 55, 116, Cs, 115.9333950000, 1.080000e-04, #
 56, 116, Ba, 115.9414060000, 2.150000e-04, #
 57, 116, La, 115.9563650000, 3.350000e-04, #
 42, 117, Mo, 116.9611700000, 5.370000e-04, #
 43, 117, Tc, 116.9480600000, 4.300000e-04, #
 44, 117, Ru, 116.9361350000, 4.650000e-04,  
 45, 117, Rh, 116.9260356230, 9.546000e-06,  
 46, 117, Pd, 116.9179549440, 7.785000e-06,  
 47, 117, Ag, 116.9117739740, 1.457000e-05,  
 48, 117, Cd, 116.9072260380, 1.087000e-06,  
 49, 117, In, 116.9045157120, 5.239000e-06,  
 50, 117, Sn, 116.9029540170, 5.180000e-07,  
 51, 117, Sb, 116.9048415350, 9.057000e-06,  
 52, 117, Te, 116.9086463130, 1.444600e-05,  
 53, 117, I , 116.9136483140, 2.812300e-05,  
 54, 117, Xe, 116.9203587600, 1.114100e-05,  
 55, 117, Cs, 116.9286167260, 6.700000e-05,  
 56, 117, Ba, 116.9383165610, 2.687500e-04,  
 57, 117, La, 116.9501110000, 2.150000e-04, #
 42, 118, Mo, 117.9649700000, 5.370000e-04, #
 43, 118, Tc, 117.9529900000, 4.300000e-04, #
 44, 118, Ru, 117.9385290000, 2.150000e-04, #
 45, 118, Rh, 117.9303404430, 2.601700e-05,  
 46, 118, Pd, 117.9190668470, 2.673000e-06,  
 47, 118, Ag, 117.9145954870, 2.700000e-06,  
 48, 118, Cd, 117.9069219550, 2.147100e-05,  
 49, 118, In, 117.9063566590, 8.322000e-06,  
 50, 118, Sn, 117.9016066090, 5.360000e-07,  
 51, 118, Sb, 117.9055321740, 3.238000e-06,  
 52, 118, Te, 117.9058538390, 1.984000e-05,  
 53, 118, I , 117.9130740000, 2.121300e-05,  
 54, 118, Xe, 117.9161786800, 1.114100e-05,  
 55, 118, Cs, 117.9265595190, 1.369000e-05,  
 56, 118, Ba, 117.9330600000, 2.100000e-04, #
 57, 118, La, 117.9467950000, 3.220000e-04, #
 43, 119, Tc, 118.9566600000, 5.400000e-04, #
 44, 119, Ru, 118.9435700000, 3.200000e-04, #
 45, 119, Rh, 118.9325569520, 1.000000e-05,  
 46, 119, Pd, 118.9233404590, 8.851000e-06,  
 47, 119, Ag, 118.9155702930, 1.578300e-05,  
 48, 119, Cd, 118.9098469030, 4.046700e-05,  
 49, 119, In, 118.9058509440, 7.844000e-06,  
 50, 119, Sn, 118.9033112160, 7.780000e-07,  
 51, 119, Sb, 118.9039455120, 8.267000e-06,  
 52, 119, Te, 118.9064071480, 8.541000e-06,  
 53, 119, I , 118.9100740000, 3.000000e-05,  
 54, 119, Xe, 118.9154107130, 1.114100e-05,  
 55, 119, Cs, 118.9223773300, 1.496500e-05,  
 56, 119, Ba, 118.9306596860, 2.149970e-04,  
 57, 119, La, 118.9411810000, 3.220000e-04, #
 58, 119, Ce, 118.9528280000, 5.370000e-04, #
 43, 120, Tc, 119.9618700000, 5.400000e-04, #
 44, 120, Ru, 119.9463100000, 4.300000e-04, #
 45, 120, Rh, 119.9368600000, 2.100000e-04, #
 46, 120, Pd, 119.9245512580, 2.459000e-06,  
 47, 120, Ag, 119.9187847670, 4.800000e-06,  
 48, 120, Cd, 119.9098680670, 4.000000e-06,  
 49, 120, In, 119.9079668050, 4.295200e-05,  
 50, 120, Sn, 119.9022018730, 9.620000e-07,  
 51, 120, Sb, 119.9050796240, 7.725000e-06,  
 52, 120, Te, 119.9040595140, 3.311000e-06,  
 53, 120, I , 119.9100874650, 1.644000e-05,  
 54, 120, Xe, 119.9117842700, 1.268600e-05,  
 55, 120, Cs, 119.9206772790, 1.070200e-05,  
 56, 120, Ba, 119.9260450000, 3.222410e-04,  
 57, 120, La, 119.9381960000, 3.220000e-04, #
 58, 120, Ce, 119.9467520000, 5.370000e-04, #
 43, 121, Tc, 120.9658830000, 5.370000e-04, #
 44, 121, Ru, 120.9516400000, 4.300000e-04, #
 45, 121, Rh, 120.9396130000, 6.650000e-04,  
 46, 121, Pd, 120.9289503430, 3.600000e-06,  
 47, 121, Ag, 120.9201252820, 1.300000e-05,  
 48, 121, Cd, 120.9129636630, 2.085000e-06,  
 49, 121, In, 120.9078512860, 2.943000e-05,  
 50, 121, Sn, 120.9042427920, 1.025000e-06,  
 51, 121, Sb, 120.9038100930, 2.771000e-06,  
 52, 121, Te, 120.9049424880, 2.775100e-05,  
 53, 121, I , 120.9074052550, 5.749000e-06,  
 54, 121, Xe, 120.9114530140, 1.099500e-05,  
 55, 121, Cs, 120.9172272380, 1.534000e-05,  
 56, 121, Ba, 120.9240522890, 1.523330e-04,  
 57, 121, La, 120.9332360000, 3.220000e-04, #
 58, 121, Ce, 120.9434350000, 4.300000e-04, #
 59, 121, Pr, 120.9555320000, 5.370000e-04, #
 44, 122, Ru, 121.9547500000, 5.370000e-04, #
 45, 122, Rh, 121.9440900000, 3.220000e-04, #
 46, 122, Pd, 121.9306316940, 2.100000e-05,  
 47, 122, Ag, 121.9236644480, 4.100000e-05,  
 48, 122, Cd, 121.9134590520, 2.468000e-06,  
 49, 122, In, 121.9102809660, 5.373800e-05,  
 50, 122, Sn, 121.9034440010, 2.570000e-06,  
 51, 122, Sb, 121.9051680740, 2.768000e-06,  
 52, 122, Te, 121.9030434340, 1.617000e-06,  
 53, 122, I , 121.9075888200, 5.606000e-06,  
 54, 122, Xe, 121.9083676580, 1.192800e-05,  
 55, 122, Cs, 121.9161081450, 3.616400e-05,  
 56, 122, Ba, 121.9199040000, 3.000000e-05,  
 57, 122, La, 121.9307100000, 3.200000e-04, #
 58, 122, Ce, 121.9378700000, 4.300000e-04, #
 59, 122, Pr, 121.9519270000, 5.370000e-04, #
 44, 123, Ru, 122.9601930000, 5.370000e-04, #
 45, 123, Rh, 122.9470100000, 4.290000e-04, #
 46, 123, Pd, 122.9351260000, 8.475000e-04,  
 47, 123, Ag, 122.9253370620, 3.300000e-05,  
 48, 123, Cd, 122.9168924530, 2.894000e-06,  
 49, 123, In, 122.9104338260, 2.128500e-05,  
 50, 123, Sn, 122.9057254460, 2.594000e-06,  
 51, 123, Sb, 122.9042140160, 1.616000e-06,  
 52, 123, Te, 122.9042697470, 1.615000e-06,  
 53, 123, I , 122.9055885200, 4.014000e-06,  
 54, 123, Xe, 122.9084817500, 1.023800e-05,  
 55, 123, Cs, 122.9129960620, 1.300000e-05,  
 56, 123, Ba, 122.9187810620, 1.300000e-05,  
 57, 123, La, 122.9263000000, 2.100000e-04, #
 58, 123, Ce, 122.9352800000, 3.200000e-04, #
 59, 123, Pr, 122.9460760000, 4.290000e-04, #
 44, 124, Ru, 123.9635420000, 6.440000e-04, #
 45, 124, Rh, 123.9518090000, 4.290000e-04, #
 46, 124, Pd, 123.9373160000, 3.200000e-04, #
 47, 124, Ag, 123.9289312290, 2.700000e-04,  
 48, 124, Cd, 123.9176573630, 3.215000e-06,  
 49, 124, In, 123.9131822630, 3.282000e-05,  
 50, 124, Sn, 123.9052766920, 1.088000e-06,  
 51, 124, Sb, 123.9059357890, 1.618000e-06,  
 52, 124, Te, 123.9028170640, 1.612000e-06,  
 53, 124, I , 123.9062090210, 2.566000e-06,  
 54, 124, Xe, 123.9058915880, 1.924000e-06,  
 55, 124, Cs, 123.9122577980, 8.914000e-06,  
 56, 124, Ba, 123.9150936290, 1.341600e-05,  
 57, 124, La, 123.9245742750, 6.083600e-05,  
 58, 124, Ce, 123.9303100000, 3.200000e-04, #
 59, 124, Pr, 123.9429400000, 4.300000e-04, #
 60, 124, Nd, 123.9522000000, 5.400000e-04, #
 45, 125, Rh, 124.9549110000, 5.370000e-04, #
 46, 125, Pd, 124.9419000000, 4.290000e-04, #
 47, 125, Ag, 124.9307350000, 4.650000e-04,  
 48, 125, Cd, 124.9212575770, 3.097000e-06,  
 49, 125, In, 124.9136045910, 2.901000e-05,  
 50, 125, Sn, 124.9077864420, 1.109000e-06,  
 51, 125, Sb, 124.9052529870, 2.790000e-06,  
 52, 125, Te, 124.9044299000, 1.612000e-06,  
 53, 125, I , 124.9046293330, 1.614000e-06,  
 54, 125, Xe, 124.9063940500, 1.971000e-06,  
 55, 125, Cs, 124.9097278670, 8.313000e-06,  
 56, 125, Ba, 124.9144718430, 1.180000e-05,  
 57, 125, La, 124.9208159320, 2.790900e-05,  
 58, 125, Ce, 124.9284400000, 2.100000e-04, #
 59, 125, Pr, 124.9377990000, 3.220000e-04, #
 60, 125, Nd, 124.9489000000, 4.300000e-04, #
 45, 126, Rh, 125.9599570000, 5.370000e-04, #
 46, 126, Pd, 125.9443260000, 4.290000e-04, #
 47, 126, Ag, 125.9348570000, 2.150000e-04, #
 48, 126, Cd, 125.9224291270, 2.658000e-06,  
 49, 126, In, 125.9165073440, 2.890100e-05,  
 50, 126, Sn, 125.9076588360, 1.121500e-05,  
 51, 126, Sb, 125.9072530360, 3.410300e-05,  
 52, 126, Te, 125.9033108660, 1.614000e-06,  
 53, 126, I , 125.9056233130, 4.089000e-06,  
 54, 126, Xe, 125.9042967940, 3.757000e-06,  
 55, 126, Cs, 125.9094456550, 1.116600e-05,  
 56, 126, Ba, 125.9112502040, 1.341600e-05,  
 57, 126, La, 125.9195126670, 9.716300e-05,  
 58, 126, Ce, 125.9239710000, 3.000000e-05,  
 59, 126, Pr, 125.9352400000, 2.100000e-04, #
 60, 126, Nd, 125.9431100000, 3.200000e-04, #
 61, 126, Pm, 125.9577560000, 5.370000e-04, #
 45, 127, Rh, 126.9634670000, 6.440000e-04, #
 46, 127, Pd, 126.9493500000, 5.370000e-04, #
 47, 127, Ag, 126.9372620000, 2.150000e-04, #
